id,question_text,answer_type,answer_text,accepted_answers,primary_show_key,round_type,media_type,prompt_target,clue_source,explanation,pack_ids,pack_names
WaxingT-0038,"Name the musical theatre song from these lyrics:

You can count on me
To always be
Beside you every day",text,If You Were Gay,null,avenue_q,general,text,song_title,lyric_excerpt,"""If You Were Gay"" is from Avenue Q.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0039,"Name the musical theatre song from these lyrics:

I guess if someone doesn't love you back it isn't such a crime,",text,"There's a Fine, Fine Line","[""Theres a Fine Fine Line""]",avenue_q,general,text,song_title,lyric_excerpt,"""There's a Fine, Fine Line"" is from Avenue Q.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0040,"Name the musical theatre song from these lyrics:

I wanna know that I can find inside me anyone I need
I wanna be Donna McKechnie, Donna Summer, Donna Reed",text,I Want It All,null,baby,general,text,song_title,lyric_excerpt,"""I Want It All"" is from Baby.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0041,"Name the musical theatre song from these lyrics:

And all these things I feel and more
My mother's mother felt and hers before",text,Story Goes On,null,baby,general,text,song_title,lyric_excerpt,"""Story Goes On"" is from Baby.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0042,"Name the musical theatre song from these lyrics:

Your sense of mission, my sense of duty
Your disposition my inner beauty",text,What Could Be Better,null,baby,general,text,song_title,lyric_excerpt,"""What Could Be Better"" is from Baby.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0043,"Name the musical theatre song from these lyrics:

Oh women of earth, wind and flame
Born under changin' skies",text,Prologue,null,ballad_lines,general,text,song_title,lyric_excerpt,"""Prologue"" is from Ballad Lines.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0044,"Name the musical theatre song from these lyrics:

I've moved on
This is the happiest home
Of all the homes I can remember",text,Secondhand Shame,null,ballad_lines,general,text,song_title,lyric_excerpt,"""Secondhand Shame"" is from Ballad Lines.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0045,"Name the musical theatre song from these lyrics:

Up out of your seat
Down off of the stand
Step out to the sweet beat the bugle plays",text,Come Follow The Band,null,barnum,general,text,song_title,lyric_excerpt,"""Come Follow The Band"" is from Barnum.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0046,"Name the musical theatre song from these lyrics:

No quiet browns and grays,
I'll take my days instead
And fill them till they overflow
With rose and cherry red!",text,The Colors Of My Life,null,barnum,general,text,song_title,lyric_excerpt,"""The Colors Of My Life"" is from Barnum.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0047,"Name the musical theatre song from these lyrics:

I have mad, gigantic feelings,
Red and frantic feelings,
About most everything",text,I Love Play Rehearsal,null,be_more_chill,general,text,song_title,lyric_excerpt,"""I Love Play Rehearsal"" is from Be More Chill.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0048,"Name the musical theatre song from these lyrics:

But I'd rather fake pee than stand awkwardly
Or pretend to check a text on my phone",text,Michael in the Bathroom,null,be_more_chill,general,text,song_title,lyric_excerpt,"""Michael in the Bathroom"" is from Be More Chill.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0049,"Name the musical theatre song from these lyrics:

They can sing, they can dance
After all, Miss, this is France",text,Be Our Guest,null,beauty_and_the_beast,general,text,song_title,lyric_excerpt,"""Be Our Guest"" is from Beauty and the Beast.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0050,"Name the musical theatre song from these lyrics:

Certain as the sun
Rising in the east",text,Beauty and the Beast,null,beauty_and_the_beast,general,text,song_title,lyric_excerpt,"""Beauty and the Beast"" is from Beauty and the Beast.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0051,"Name the musical theatre song from these lyrics:

It's like that there's a music, playing in your ear
And I'm listening, and I'm listening, and then I disappear",text,Electricity,null,billy_elliot,general,text,song_title,lyric_excerpt,"""Electricity"" is from Billy Elliot.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0052,"Name the musical theatre song from these lyrics:

What is wrong with dressing up in satin and lace?
Get some earrings, some mascara, heels and a fan.",text,Expressing Yourself,null,billy_elliot,general,text,song_title,lyric_excerpt,"""Expressing Yourself"" is from Billy Elliot.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0053,"Name the musical theatre song from these lyrics:

Missed your stamping and your shouting
I have missed telling you off",text,Letter,null,billy_elliot,general,text,song_title,lyric_excerpt,"""Letter"" is from Billy Elliot.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0054,"Name the musical theatre song from these lyrics:

Where we can begin again,
Feel we can win and then
Live just like livin' should be.",text,Bright New Day,null,blood_brothers,general,text,song_title,lyric_excerpt,"""Bright New Day"" is from Blood Brothers.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0055,"Name the musical theatre song from these lyrics:

Living on the never never,
Constant as the changing weather",text,Easy Terms,null,blood_brothers,general,text,song_title,lyric_excerpt,"""Easy Terms"" is from Blood Brothers.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0056,"Name the musical theatre song from these lyrics:

I'd take a page in all the papers
I'd announce it in the news
If it was the guy, if I was in his shoes",text,I'm Not Saying a Word,"[""Im Not Saying a Word""]",blood_brothers,general,text,song_title,lyric_excerpt,"""I'm Not Saying a Word"" is from Blood Brothers.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0057,"Name the musical theatre song from these lyrics:

By the time I was twenty-five
I looked like forty-two
With seven hungry mouths to feed
And one more nearly due",text,Marilyn Monroe,null,blood_brothers,general,text,song_title,lyric_excerpt,"""Marilyn Monroe"" is from Blood Brothers.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0058,"Name the musical theatre song from these lyrics:

Say it's just two clowns,
Who couldn't get their lines right",text,Tell Me It's Not True,"[""Tell Me Its Not True""]",blood_brothers,general,text,song_title,lyric_excerpt,"""Tell Me It's Not True"" is from Blood Brothers.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0059,"Name the musical theatre song from these lyrics:

Put down the knitting, the book and the broom
It's time for a holiday",text,Cabaret,null,cabaret,general,text,song_title,lyric_excerpt,"""Cabaret"" is from Cabaret.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0060,"Name the musical theatre song from these lyrics:

He will hold me fast
I'll be home at last",text,Maybe this Time,null,cabaret,general,text,song_title,lyric_excerpt,"""Maybe this Time"" is from Cabaret.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0061,"Name the musical theatre song from these lyrics:

I've seen how you sparkle
When fall nips the air.
I know you in autumn
And I must be there.",text,If Ever I Would Leave You,null,camelot,general,text,song_title,lyric_excerpt,"""If Ever I Would Leave You"" is from Camelot.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0062,"Name the musical theatre song from these lyrics:

Pearls and ruby rings...
Ah, how can worldly things
Take the place of honour lost?",text,Glitter And Be Gay,null,candide,general,text,song_title,lyric_excerpt,"""Glitter And Be Gay"" is from Candide.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0063,"Name the musical theatre song from these lyrics:

Words wouldn't come in an easy way
Round in circles I'd go!",text,If I Loved You,null,carousel,general,text,song_title,lyric_excerpt,"""If I Loved You"" is from Carousel.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0064,"Name the musical theatre song from these lyrics:

March went out like a lion
A-whippin' up the water in the bay
Then April cried and stepped aside,
And along come pretty little May!",text,June Is Bustin' Out All Over,"[""June Is Bustin Out All Over""]",carousel,general,text,song_title,lyric_excerpt,"""June Is Bustin' Out All Over"" is from Carousel.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0065,"Name the musical theatre song from these lyrics:

At the end of the storm
Is a golden sky",text,You'll Never Walk Alone,"[""Youll Never Walk Alone""]",carousel,general,text,song_title,lyric_excerpt,"""You'll Never Walk Alone"" is from Carousel.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0066,"Name the musical theatre song from these lyrics:

He's the cat we all greet as he walks down the street
In his coat of fastidious black",text,Bustopher Jones,null,cats,general,text,song_title,lyric_excerpt,"""Bustopher Jones"" is from Cats.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0067,"Name the musical theatre song from these lyrics:

He's broken every human law
He breaks the law of gravity",text,Macavity The Mystery Cat,null,cats,general,text,song_title,lyric_excerpt,"""Macavity The Mystery Cat"" is from Cats.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0068,"Name the musical theatre song from these lyrics:

Burnt out ends of smoky days
The stale, cold smell of morning",text,Memory,null,cats,general,text,song_title,lyric_excerpt,"""Memory"" is from Cats.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0069,"Name the musical theatre song from these lyrics:

He can pick any card from a pack
He is equally cunning with dice",text,Mr. Mistoffelees,"[""Mr Mistoffelees""]",cats,general,text,song_title,lyric_excerpt,"""Mr. Mistoffelees"" is from Cats.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0070,"Name the musical theatre song from these lyrics:

And you ask me why I love her
Through wars, death and despair",text,Anthem,null,chess,general,text,song_title,lyric_excerpt,"""Anthem"" is from Chess.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0071,"Name the musical theatre song from these lyrics:

Wanting far too much for far too long.
Looking back I could have played it differently",text,I Know Him So Well,null,chess,general,text,song_title,lyric_excerpt,"""I Know Him So Well"" is from Chess.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0072,"Name the musical theatre song from these lyrics:

Everybody's playing the game
But nobody's rules are the same",text,Nobody's Side,"[""Nobodys Side""]",chess,general,text,song_title,lyric_excerpt,"""Nobody's Side"" is from Chess.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0073,"Name the musical theatre song from these lyrics:

You'll find a god in every golden cloister
And if you're lucky then the god's a she
I can feel an angel sliding up to me",text,One Night in Bangkok,null,chess,general,text,song_title,lyric_excerpt,"""One Night in Bangkok"" is from Chess.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0074,"Name the musical theatre song from these lyrics:

It's just a noisy hall
Where there's a nightly brawl",text,All That Jazz,null,chicago,general,text,song_title,lyric_excerpt,"""All That Jazz"" is from Chicago.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0075,"Name the musical theatre song from these lyrics:

Pop! Six! Squish! Uh uh! Cicero, Lipschitz!",text,Cell Block Tango,null,chicago,general,text,song_title,lyric_excerpt,"""Cell Block Tango"" is from Chicago.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0076,"Name the musical theatre song from these lyrics:

If you'd have been there, if you'd have heard it
I betcha you would have done the same",text,Cell Block Tango,null,chicago,general,text,song_title,lyric_excerpt,"""Cell Block Tango"" is from Chicago.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0077,"Name the musical theatre song from these lyrics:

Whatever happened to fair dealing?
And pure ethics?
And nice manners?",text,Class,null,chicago,general,text,song_title,lyric_excerpt,"""Class"" is from Chicago.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0078,"Name the musical theatre song from these lyrics:

If someone in the movie show
Yelled ""Fire in the second row",text,Mr. Cellophane,"[""Mr Cellophane""]",chicago,general,text,song_title,lyric_excerpt,"""Mr. Cellophane"" is from Chicago.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0079,"Name the musical theatre song from these lyrics:

What if your hinges all are rusting?
What if, in fact, you're just disgusting ?",text,Razzle Dazzle,null,chicago,general,text,song_title,lyric_excerpt,"""Razzle Dazzle"" is from Chicago.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0080,"Name the musical theatre song from these lyrics:

Though my choo-choo jumped my track
I'd give my life to bring him back",text,We Both Reached for the Gun,null,chicago,general,text,song_title,lyric_excerpt,"""We Both Reached for the Gun"" is from Chicago.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0081,"Name the musical theatre song from these lyrics:

They say that life is tit for tat
And that's the way I live",text,When You're Good to Mama,"[""When Youre Good to Mama""]",chicago,general,text,song_title,lyric_excerpt,"""When You're Good to Mama"" is from Chicago.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0082,"Name the musical theatre song from these lyrics:

The bitch, the vixen, the queen bee, and the shrew
What men have done to those fine words, we never can undo",text,"The Bear, the Tiger, the Hamster and the Mole","[""The Bear the Tiger the Hamster and the Mole""]",closer_than_ever,general,text,song_title,lyric_excerpt,"""The Bear, the Tiger, the Hamster and the Mole"" is from Closer Than Ever.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0083,"Name the musical theatre song from these lyrics:

So now my son's half way through college
I pay tuition like a fine",text,Life Story,null,closer_than_ever,general,text,song_title,lyric_excerpt,"""Life Story"" is from Closer Than Ever.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0084,"Name the musical theatre song from these lyrics:

At work I'm hardly seen
I come and go
But I know something that people don't know",text,Miss Byrd,null,closer_than_ever,general,text,song_title,lyric_excerpt,"""Miss Byrd"" is from Closer Than Ever.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0085,"Name the musical theatre song from these lyrics:

Welcome to the fog, welcome to the trees,
to the ocean and the sky, and whatever's in between.",text,Welcome to the Rock,null,come_from_away,general,text,song_title,lyric_excerpt,"""Welcome to the Rock"" is from Come From Away.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0086,"Name the musical theatre song from these lyrics:

It's a city of strangers,
Some come to work, some to play.",text,Another Hundred People,null,company,general,text,song_title,lyric_excerpt,"""Another Hundred People"" is from Company.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0087,"Name the musical theatre song from these lyrics:

Did you get my message? 'Cause I looked in vain.
Can we see each other Tuesday if it doesn't rain?",text,Another Hundred People,null,company,general,text,song_title,lyric_excerpt,"""Another Hundred People"" is from Company.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0088,"Name the musical theatre song from these lyrics:

Someone you have to let in,
Someone whose feelings you spare",text,Being Alive,null,company,general,text,song_title,lyric_excerpt,"""Being Alive"" is from Company.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0089,"Name the musical theatre song from these lyrics:

I'll always be there,
As frightened as you,
To help us survive",text,Being Alive,null,company,general,text,song_title,lyric_excerpt,"""Being Alive"" is from Company.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0090,"Name the musical theatre song from these lyrics:

But I thank you all
For the gifts and the flowers",text,Getting Married Today,null,company,general,text,song_title,lyric_excerpt,"""Getting Married Today"" is from Company.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0091,"Name the musical theatre song from these lyrics:

The heart sinks down and feels dead
This dreadful day.",text,Getting Married Today,null,company,general,text,song_title,lyric_excerpt,"""Getting Married Today"" is from Company.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0092,"Name the musical theatre song from these lyrics:

Does anyone still wear a hat?",text,Ladies Who Lunch,null,company,general,text,song_title,lyric_excerpt,"""Ladies Who Lunch"" is from Company.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0093,"Name the musical theatre song from these lyrics:

Look into their eyes,
And you'll see what they know:
Everybody dies.",text,Ladies Who Lunch,null,company,general,text,song_title,lyric_excerpt,"""Ladies Who Lunch"" is from Company.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0094,"Name the musical theatre song from these lyrics:

Keep a tender distance
So we'll both be free",text,Marry Me a Little,null,company,general,text,song_title,lyric_excerpt,"""Marry Me a Little"" is from Company.",waxing_lyrical_text,Waxing Lyrical (Text)
WaxingT-0095,"Name the musical theatre song from these lyrics:

Everything's different, nothing's changed.
Only maybe slightly rearranged.",text,Sorry-Grateful,"[""SorryGrateful""]",company,general,text,song_title,lyric_excerpt,"""Sorry-Grateful"" is from Company.",waxing_lyrical_text,Waxing Lyrical (Text)
